id,PW_bemerkung_extern,PW_Abbildung,project_id
10640,"[Notiz h:] 49- ""Es gibt eine Internationalität der Kunst, denn die Buschneger Australiens haben, wenn auch in der primitvsten Weise, ebensogut ihr Kunstempfinden und Kunstübung wie wir; es gibt eine Internationalität der Kunst, aber es gibt keine internationale Kunst im strengen Sinne des Wortes. Sondern jene Kunst ruht auf eienr nationalen Basis, und je ausgeprägter der Volkscharakter, je stärker das Nationalbewußtsein der Bewohner eines Landes ist, desto nationaler gefärbt wird diese Kusnt sein.""  55- F im Ehrensaal im Westflügel, aber F enttäuschend: ""denn selten ist dieses Mutterland der neuzeitlichen Kunst in einer dürftigeren Auswahl zur Münchner ""Internationalen"" gekommen als diesmal. Die berühmte Vielgestaltigkeit der frz Ku, ihren Reichtum g an Nuancen, ihre wunderbare Helligkeit und Leichtigkeit, all das muß man mehr ahnen, als daß es in die Erscheinung tritt.""--trotzdem einige gute Arbeiten: Roll, Simon, Blanche, E.R. Ménard (Abb.), Estienne (Abb), Aman-Jean (Abb), Maurice Denis, Edouard Detaille (Abb), Henry Lerolle. 56- Doch so kann man das ""eigentliche Wesen der frz KU"" nicht zum Ausdruck bringen. Die inneren Zusammenhänge fehlen, eine andere Ausstellungskonzeption wäre nötig.",-1,2
10641,"[Notiz von h:] Echte Bildhauer seien heute selten, doch M. verstehe es ""dekorativ und monumental zu gestalten"". Er sei von der großen Bildhauertradition inspiriert, aber selbser frei, so daß er echt zeitgenössische sei, und kein Epigone der Alten.",-1,2
10645,,-1,2
10647,,-1,2
10649,,-1,2
10652,,-1,2
10654,"Text zeugt von der historischen Betrachtung des Impressionismus, die ja mit der Wiener Ausstellung 1903 einsetzte. Manet erscheint nun als der große Klassiker, der in zwingender Logik zur Tradition und zu seinen Nachfolgern steht.",-1,2
10655,,-1,2
10662,"interessant, wenn vorher kein Artikel zu Cézanne auftaucht.",-1,2
10663,,-1,2
10664,,-1,2
10665,"Vielleicht als Text auszuwählen, weil hier nicht nur Bewunderung für Impressionismus zum Ausdruck kommt, sondern die französische als akademische Malerei schlechthin geschildert wird. So wird sie häufig eingeschätzt, auch von Avenarius z.B., hier aber ganz anderer, freundlicher Ton.",-1,2
10666,,-1,2
10670,,-1,2
10672,,-1,2
10676,,-1,2
10677,,-1,2
10678,,-1,2
10688,,-1,2
10689,"kopieren bei Arbeit über Symbolismus, Puvis",-1,2
10690,,-1,2
10695,"Interessant, da Grautoff hier wie in ""Die französische Malerei seit 1914"" auf die Mißverständnisse in der Rezeption eingeht, die auf die Theorielastigkeit und Seelentiefe der Deutschen gegenüber der formalen Kunst Frankreichs zurückzuführen sind. Dabei argumentiert auch er mit der Gemütstiefe, läßt das Formale also keinesfalls als Ziel an sich gelten. Die Einbettung in die Tradition teilt er mit manch anderen, ist auch typisch für den Wandel der Rezeption Rodins als Sonderling hin zum typischen Franzosen und zum Nachfolger der allergrößten Bildhauer.",-1,2
10696,"möglicherweise interessant für sozialistisches Gedankengut, politisches Engagement jenseits aller nationalen Präokkupationen; Kopie an TU machen!",-1,2
10698,"Auszüge sind interessant, da hier - was sonst immer beklagt wird -, der Vorbildcharakter der französchen Kunst als positiv empfunden wird. Auch wird der Impressionismus als Dreh- und Angelpunkt auch für die nachfolgenden Stile begriffen, nicht als erledigt angesehen.",-1,2
10704,,-1,2
10706,,-1,2
10708,,-1,2
10709,,-1,2
10711,,-1,2
10716,,-1,2
10717,"interessant im Vgl. mit anderen Texten zu Millet, Publikationszeiten vgl.en.",-1,2
10718,,-1,2
10719,,-1,2
10720,"Pissarro, Signac, Delacroix, Corot, Courbet, Mirbeau, Durand-Ruel, Grundlegendes zur Technik",-1,2
10721,,-1,2
10723,,-1,2
10725,,-1,2
10728,evtl. s,-1,2
10733,"interessant, weil Puvis hier moderner Vorläufer ist, Zwischenstellung zwischen Akademie und Moderne zugeschrieben wird; rückt man ihn sonst in die Nähe Barbizons? zu untersuchen wäre Bezeichnung des Männlichen, wäre aussagekräftig, wenn französische Kunst allgemein mit Weiblichem assoziiert würde.",-1,2
10735,"interessant, weil Pissarro und besonders Raffaëlli als die wichtigen Impressionisten gelten und weil auch einmal ein politischer Aspekt berücksichtigt wird. In Auszügen könnte er ein Schlüsseltext sein, unter welcher Rubrik aber?",-1,2
10737,"nicht sehr interessant weil ganz dem Rückblick verschrieben; allenfalls um Tschudis Position für Impressionismus und Geniekunst zu markieren Das Heft 1, 1. Oktober der KfA, das den ersten Teil von Tschudis Artikel beinhaltet, ist mit ""L'Exposition centennale de l'art francais"" überschrieben.",-1,2
10743,"vor der Kanonisierung, andere Künstler werden wahrgenommen",-1,2
10745,,-1,2
10746,"interessant im Hinblick auf Symbolismus, wen Meyer dazu zählt, wie er korrigiert",-1,2
10749,,-1,2
10753,,-1,2
10754,,-1,2
10756,,-1,2
10759,,-1,2
10762,"interessant, wenn dies frühe monographische Besprechung Manets ist. In Fr. schon gerühmt, macht Bley ihn nieder. Wäre guter Gegensatz zu Texten von M-G oder Tschudi o.a. Manet-Anhängern. Unbedingt kopieren!",-1,2
10764,,-1,2
10766,,-1,2
10773,"Autor gibt Überblick über die Geschichte der Malerei und den offiziellen Geschmack anhand der Sammlung. Außerdem liefert Informationen über die Finanzierungen, die Verwaltung. Sollten sich keine interessanteren Texte zur Kunst und Museumspolitik finden lassen, darauf zurückgreifen, vielleicht unter Aspekt des offiziellen Geschmacks und des Museums als sein Spiegel, d.h. offizielles Frankreich ist nicht fortschrittlich, im Gegenteil eher traditionell und repräsentativ. Dies gilt besonders für Impressionisten, die schneller in deutsche Sammlungen kämen als in französische (29)",-1,2
10775,s. dazu Schleinitz; könnte Muthers Fürsprache für Frankreich relativieren.,-1,2
10776,,-1,2
10777,,-1,2
10778,"interessant, weil Tradition positiv, kraftvoll beurteilt wird und nicht als Grund für den gegenwärtigen Verfall der französischen Kultur. Eleganz, Technik, Können werden im Gegensatz zu den meisten Kritiken durchweg positiv gesehen und hervorgehoben. Auch wird das Wort Kultur, nicht Zivilisation, für Frankreich stark gemacht. Wenn in Kategorie Klischee, dann als Beispiel für widersprüchliche Bewertung einer sich immer wiederholenden Auffassung von französischem Können.",-1,2
10780,,-1,2
10782,"Genauso wie etwas als typisch französische gilt, gilt etwas anderes als typisch englisch. Volkswesen und Kunst also nicht nur auf die französischen Nachbarn bezogen. Der feine Geschmack ist englisch.",-1,2
10784,,-1,2
10787,Ist Sammlung Oscar Schmitz bekannt? Gutes Beispiel für Sammlung des Impressionismus in allen Facetten im Kaiserreich.,-1,2
10788,,-1,2
10791,,-1,2
10794,"Könnte interessant sein im Hinblick auf die Gattungstheorie, auf die hier Bezug genommen werden könnte. Anknüpfungspunkte bietet z.B. Kugler zu Versailles. Thema Krieg ließe sich auch zu vielen anderen Artikeln, z.B. der Kunstchronik, in Beziehung setzen. Auch grundlegende Definition des Malerischen, Stofflichen etc., ästhetikbezogen, s. Goethe, Meyer, Vischer etc. Patriotismus verbindet sich automatisch mit Thema.",-1,2
10795,"interessant im Vgl. zu anderen Besprechungen der Weltausstellung, z.B. von Avenarius; und wegen Neuidealismus-Definition bzw. Bsp.; Referenz für Selbstreflexion kritischer Tätigkeiten und Bedeutungsverschiebungen; sehr neutraler Duktus, rein auf die Bilder, ihre Themen und Malweise konzentriert. Aber doch spuren einer ""deutschen"" Ästhetik, wenn Gensel Tiefe, Intimität, Wahrheit fordert. L'art pour l'art läßt er nicht gelten, fordert Repräsentation, Berührungspunkte mit Avenarius u.a. trotz aller Neutralität",-1,2
10803,,-1,2
10806,,-1,2
10865,,-1,2
10868,,-1,2
10881,"auch veröffentlicht in einer Sammlung von Aufsätzen Liebermanns, daraus stammt Kopie. Interessant, weil hier Empfindung französischer Kunst zugeschrieben wird und Verstand eher abgewertet wird. Individuelle, unvergleichbare Position wird hervorgehoben. Persönlichkeit also, die oftmals dem Deutschen zugeschrieben wird. Vielleicht auch deshalb hat der Text z. B. im Kunstwart Widerspruch hervorgerufen. Auch veröffentlicht in Max Liebermann, Die Phantasie in der Malerei. Schriften und Reden, hrsg. u. eingeleitet von Günter Busch, F.a.M. 1978, S. 69-75; S. 71 Passage zu Millet: ""Zwar hatte die École de Barbizon schon dreißig Jahre früher die Natur mit innigster Pietät aufgefaßt; in ihrer Malerei jedoch blieb sie - selbst Millet, ihr fortgeschrittenster und persönlichster Repräsentant - der Tradition der alten Holländer durchaus treu. Erst die Impressionisten gossen den neuen Wein auch in neue Schläuche.""",-1,2
10883,,-1,2
10884,"Abgebildet sind Eine Mutter, Rinderhirtin, Die Fütterung nach einer Photographie von S. Kuhn in Paris; Die ersten Schritte, Kornschwinger, Der Säemann, Angelus, SchafschurDie Ährenleserinnen, Ruhender Winzer, Schafhirtin nach einem Kohlendruck von Braun, Clément u. Cie in Dornach;",-1,2
10885,für Millet: vglbar mit Millet wird Manet hier mit Hilfe des äußeren Erscheinungsbilds germanisiert; ebenfalls wird ethnische Kategorie des Normannen herangezogen.,-1,2
10886,,-1,2
10889,,-1,2
10904,"Hinweis auf das Buch in Kunst für Alle, 31.1916[?]/16,  S. 349 in einem Beitrag von Grautoff. Kurzbesprechung in Der Cicerone, 8.1916, S. 155 von H.Fr. Als Anhang hier abgedruckt: Waetzold über das Barbarische",-1,2
10908,"Rez. von Emil Waldmann, in: Kunst und Künstler, 15.1916/17.5 (1.2.1917, Red.schluß 23.1.1916), S.248-9",-1,2
10919,,-1,2
10926,,-1,2
10934,,-1,2
10938,,-1,2
10939,,-1,2
10942,,-1,2
10943,,-1,2
10949,,-1,2
10964,,-1,2
10966,,-1,2
10967,,-1,2
10970,,-1,2
10971,,-1,2
10972,,-1,2
10973,,-1,2
10974,,-1,2
10976,,-1,2
10978,,-1,2
10979,,-1,2
10991,,-1,2
10992,,-1,2
10993,,-1,2
10994,,-1,2
10996,,-1,2
10997,,-1,2
10999,,-1,2
11005,,-1,2
11007,,-1,2
11008,"-kurze, positive Erwähnung: Kunstblatt 5.1921, S. 382",-1,2
11014,,-1,2
11015,,-1,2
11018,,-1,2
11019,,-1,2
11022,,-1,2
11028,,-1,2
11029,"Kurz-Rez. in Kunstblatt 6.1922, S.275 von K.H.",-1,2
11031,,-1,2
11033,,-1,2
11038,,-1,2
11041,,-1,2
11046,"neg. Kurzrez. in Das Kunstblatt 7.1923, S. 191",-1,2
11048,,-1,2
11050,,-1,2
11051,,-1,2
11052,,-1,2
11057,,-1,2
11059,,-1,2
11061,"Reaktionen auf den Beitrag: Das Kunstblatt 8.1924.7, S. 223f.",-1,2
11062,,-1,2
11065,,-1,2
11066,,-1,2
11067,,-1,2
11068,,-1,2
11074,,-1,2
11075,,-1,2
11076,,-1,2
11079,,-1,2
11080,,-1,2
11081,,-1,2
11083,,-1,2
11084,,-1,2
11086,,-1,2
11087,,-1,2
11088,,-1,2
11089,,-1,2
11093,,-1,2
11096,,-1,2
11097,"- Kurzrez. in DAs Kunstblatt 1926, S. 45",-1,2
11098,,-1,2
11099,,-1,2
11100,,-1,2
11101,,-1,2
11102,,-1,2
11104,,-1,2
11105,,-1,2
11109,,-1,2
11110,,-1,2
11111,,-1,2
11112,,-1,2
11113,"hier 3. Auflage (9-12. Tausend) gelesen, im Inst. vorhanden Rez. von paul Westheim in Das Kunstblatt 10.1926.7, S. 318-320 Rez. von Hermann von Wedderkop in: Der Querschnitt 6.1926, S. 471 f.",-1,2
11114,,-1,2
11123,,-1,2
11124,,-1,2
11125,,-1,2
11128,,-1,2
11129,,-1,2
11130,,-1,2
11131,,-1,2
11135,,-1,2
11138,,-1,2
11140,,-1,2
11141,,-1,2
11143,,-1,2
11146,,-1,2
11152,,-1,2
11153,,-1,2
11154,"Kurzrez. in Das Kunstblatt 1928, S. 222 Kurzrez. in Der Cicerone 20.1928, S. 286",-1,2
11155,,-1,2
11156,,-1,2
11160,,-1,2
11163,,-1,2
11168,,-1,2
11171,,-1,2
11173,,-1,2
11189,,-1,2
11191,,-1,2
11192,,-1,2
11193,,-1,2
11194,,-1,2
11196,,-1,2
11198,,-1,2
11201,,-1,2
11205,,-1,2
11209,,-1,2
11210,,-1,2
11211,,-1,2
11213,,-1,2
11216,,-1,2
11217,,-1,2
11224,,-1,2
11231,,-1,2
11245,,-1,2
11246,,-1,2
11256,,-1,2
11279,,-1,2
11282,,-1,2
11283,,-1,2
11284,,-1,2
11285,,-1,2
11287,,-1,2
11288,,-1,2
11290,,-1,2
11291,,-1,2
11298,,-1,2
11300,,-1,2
11304,,-1,2
11305,,-1,2
11307,,-1,2
11308,,-1,2
11309,,-1,2
11311,,-1,2
11312,,-1,2
11314,,-1,2
11317,,-1,2
11318,,-1,2
11321,,-1,2
11322,,-1,2
11329,,-1,2
11334,,-1,2
11335,,-1,2
11337,,-1,2
11339,,-1,2
11340,,-1,2
11341,,-1,2
11343,,-1,2
11344,,-1,2
11345,,-1,2
11346,,-1,2
11348,,-1,2
11349,,-1,2
11350,,-1,2
11351,,-1,2
11353,,-1,2
11355,,-1,2
11356,,-1,2
11358,,-1,2
11359,,-1,2
11361,,-1,2
11362,,-1,2
11363,,-1,2
11365,,-1,2
11366,,-1,2
11367,,-1,2
11373,,-1,2
11374,,-1,2
11375,,-1,2
11376,,-1,2
11377,,-1,2
11378,,-1,2
11379,,-1,2
11381,,-1,2
11384,,-1,2
11387,,-1,2
11388,,-1,2
11389,,-1,2
11390,,-1,2
11392,,-1,2
11393,,-1,2
11394,,-1,2
11395,,-1,2
11396,,-1,2
11397,,-1,2
11398,,-1,2
11399,,-1,2
11400,,-1,2
11401,,-1,2
11402,,-1,2
11403,,-1,2
11404,,-1,2
11405,,-1,2
11406,,-1,2
11407,,-1,2
11408,,-1,2
11409,,-1,2
11410,,-1,2
11412,,-1,2
11413,,-1,2
11414,,-1,2
11416,,-1,2
11418,,-1,2
11420,,-1,2
11421,,-1,2
11426,,-1,2
11427,,-1,2
11429,,-1,2
11431,,-1,2
11432,,-1,2
11434,,-1,2
11435,,-1,2
11437,,-1,2
11438,,-1,2
11439,,-1,2
11440,,-1,2
11443,,-1,2
11444,,-1,2
11447,,-1,2
11448,,-1,2
11449,,-1,2
11451,,-1,2
11452,,-1,2
11454,,-1,2
11455,,-1,2
11456,,-1,2
11457,,-1,2
11458,,-1,2
11459,,-1,2
11460,,-1,2
11461,,-1,2
11462,,-1,2
11463,,-1,2
11464,,-1,2
11467,,-1,2
11471,,-1,2
11472,,-1,2
11474,,-1,2
11475,,-1,2
11476,,-1,2
11477,,-1,2
11478,,-1,2
11479,,-1,2
11481,,-1,2
11482,,-1,2
11483,,-1,2
11484,,-1,2
11485,,-1,2
11486,,-1,2
11489,,-1,2
11490,,-1,2
11491,,-1,2
11492,,-1,2
11493,,-1,2
11494,,-1,2
11495,,-1,2
11497,,-1,2
11500,,-1,2
11501,,-1,2
11504,,-1,2
11505,,-1,2
11506,,-1,2
11507,,-1,2
11508,,-1,2
11509,,-1,2
11511,,-1,2
11512,,-1,2
11513,,-1,2
11515,,-1,2
11516,,-1,2
11517,,-1,2
11518,,-1,2
11519,,-1,2
11521,,-1,2
11522,,-1,2
11523,,-1,2
11524,,-1,2
11526,,-1,2
11527,,-1,2
11529,,-1,2
11530,,-1,2
11531,,-1,2
11533,,-1,2
11534,,-1,2
11535,in der StaBi Kopierverbot,-1,2
11536,,-1,2
11538,,-1,2
11539,,-1,2
11540,,-1,2
11543,,-1,2
11544,,-1,2
11545,,-1,2
11546,,-1,2
11547,,-1,2
11549,,-1,2
11550,,-1,2
11551,,-1,2
11552,,-1,2
11553,,-1,2
11555,,-1,2
11556,,-1,2
11557,,-1,2
11558,,-1,2
11563,,-1,2
11564,,-1,2
11565,,-1,2
11566,,-1,2
11567,,-1,2
11568,,-1,2
11569,,-1,2
11572,,-1,2
11573,,-1,2
11574,,-1,2
11575,,-1,2
11577,,-1,2
11578,,-1,2
11579,,-1,2
11580,,-1,2
11581,,-1,2
11582,,-1,2
11583,,-1,2
11584,,-1,2
11585,,-1,2
11586,,-1,2
11587,,-1,2
11588,,-1,2
11590,,-1,2
11592,,-1,2
11595,,-1,2
11621,,-1,2
11623,,-1,2
11624,,-1,2
11625,,-1,2
11626,,-1,2
11627,,-1,2
11628,,-1,2
11629,,-1,2
11630,,-1,2
11632,,-1,2
11633,,-1,2
11634,,-1,2
11656,,-1,2
11659,,-1,2
11662,,-1,2
11664,,-1,2
11665,,-1,2
11668,,-1,2
11669,,-1,2
11671,,-1,2
11674,,-1,2
11675,,-1,2
11677,,-1,2
11679,,-1,2
11680,,-1,2
11681,,-1,2
11682,,-1,2
11684,,-1,2
11685,,-1,2
11686,,-1,2
11687,,-1,2
11689,,-1,2
11690,,-1,2
11691,,-1,2
11692,,-1,2
11693,,-1,2
11694,,-1,2
11695,,-1,2
11696,,-1,2
11698,,-1,2
11700,,-1,2
11701,,-1,2
11702,,-1,2
11703,,-1,2
11704,,-1,2
11705,,-1,2
11706,,-1,2
11707,,-1,2
11710,,-1,2
11712,,-1,2
11713,,-1,2
11715,,-1,2
11716,,-1,2
11717,,-1,2
11718,,-1,2
11719,,-1,2
11720,,-1,2
11722,,-1,2
11723,,-1,2
11725,,-1,2
11726,,-1,2
11727,,-1,2
11730,,-1,2
11732,,-1,2
11733,,-1,2
11737,,-1,2
11738,,-1,2
11743,,-1,2
11744,,-1,2
11746,,-1,2
11784,,-1,2
11826,"Rez. von Eugen Lerch in: Dt.-Frz. Rundschau 1929, S. 319 f.",-1,2
11855,,-1,2
11862,,-1,2
11869,,-1,2
11870,,-1,2
11871,,-1,2
11874,,-1,2
11877,,-1,2
11880,,-1,2
11883,,-1,2
11885,,-1,2
11886,,-1,2
11900,,-1,2
11901,,-1,2
11906,,-1,2
11908,,-1,2
11914,,-1,2
11915,,-1,2
11926,,-1,2
11942,,-1,2
11977,,-1,2
11987,,-1,2
11990,Im KHI.; 12 SEiten,-1,2
11995,,-1,2
11997,,-1,2
12005,,-1,2
12006,,-1,2
12008,,-1,2
12010,,-1,2
12011,,-1,2
12013,,-1,2
12014,,-1,2
12020,,-1,2
12021,,-1,2
12022,,-1,2
12024,,-1,2
12025,,-1,2
12026,,-1,2
12032,,-1,2
12033,,-1,2
12034,,-1,2
12037,,-1,2
12054,,-1,2
12105,,-1,2
12106,,-1,2
12107,,-1,2
12110,,-1,2
12119,,-1,2
12120,,-1,2
12125,,-1,2
12130,,-1,2
12132,,-1,2
12134,,-1,2
12150,,-1,2
12151,,-1,2
12152,,-1,2
12154,,-1,2
12155,,-1,2
12156,,-1,2
12157,,-1,2
12161,,-1,2
12162,,-1,2
12163,,-1,2
12164,,-1,2
12165,,-1,2
12170,,-1,2
12172,,-1,2
12176,,-1,2
12182,,-1,2
12183,,-1,2
12184,,-1,2
12186,,-1,2
12187,,-1,2
12190,,-1,2
12192,,-1,2
12196,,-1,2
12197,,-1,2
12198,,-1,2
12199,,-1,2
12202,,-1,2
12207,,-1,2
12208,,-1,2
12210,,-1,2
12211,,-1,2
12212,,-1,2
12214,,-1,2
12215,,-1,2
12216,,-1,2
12217,,-1,2
12220,,-1,2
12222,,-1,2
12223,,-1,2
12229,,-1,2
12230,,-1,2
12232,,-1,2
12235,,-1,2
12237,,-1,2
12238,,-1,2
12239,,-1,2
12242,,-1,2
12244,,-1,2
12248,,-1,2
12251,,-1,2
12264,15 Seiten,-1,2
12267,,-1,2
12273,,-1,2
12274,"vgl. ""Selbstanzeige"" in Das Kunstblatt, 7.1923, S. 253",-1,2
12275,,-1,2
12276,,-1,2
12289,,-1,2
12298,,-1,2
12306,,-1,2
12307,,-1,2
12309,,-1,2
12312,In der Bibliothek des KHI der FU Berlin vorhanden.,-1,2
12321,,-1,2
12325,"Positiv erwähnt von Waldemar George in Das Kunstblatt 6.1922.1, S. 2.",-1,2
12326,[StaBi 1a: Nr 6733/134],-1,2
12327,,-1,2
12329,,-1,2
12331,,-1,2
12332,,-1,2
12333,,-1,2
12335,,-1,2
12339,,-1,2
12340,,-1,2
12342,,-1,2
12343,,-1,2
12345,,-1,2
12347,,-1,2
12348,,-1,2
12349,,-1,2
12350,,-1,2
12351,,-1,2
12352,,-1,2
12353,,-1,2
12354,,-1,2
12355,,-1,2
12356,,-1,2
12357,,-1,2
12358,,-1,2
12362,,-1,2
12363,"KuBi. Eingesehen Auflage 1920, gab es eine Frühere 1914?",-1,2
12364,"Vgl. Brief des Autors  in: Das Kunstblatt, 1.1917, S. 122-126, an R. Hamann, der 1915 (?) in der Zeitschrift ""Hilfe"" sein Buch rezensiert hat. Rez. von Franz Pfemfert in: Die Aktion 5.1915, Sp. 240.",-1,2
12365,,-1,2
12366,,-1,2
12367,"Rez von Dr. G. Schwaiger, in: Kunst für Alle 33.1917/1918.15/16 (Mai 1918), S. 294f.",-1,2
12368,450 S.,-1,2
12369,,-1,2
12372,,-1,2
12373,"Antwort von M.R. Schönlank (Paris) darauf ebenda, S. 738-739.",-1,2
12374,,-1,2
12375,,-1,2
12376,,-1,2
12377,,-1,2
12378,,-1,2
12379,,-1,2
12380,,-1,2
12381,,-1,2
12382,,-1,2
12383,,-1,2
12384,,-1,2
12385,,-1,2
12386,,-1,2
12387,,-1,2
12388,,-1,2
12389,,-1,2
12390,,-1,2
12391,,-1,2
12392,,-1,2
12393,,-1,2
12394,,-1,2
12395,,-1,2
12396,,-1,2
12397,,-1,2
